word	corpus_count	ipa	source	confidence	other_reading	phonetic_respelling
הערה	1	həˈurə	printed-index	MED	hˈɛrə	העאָרע
הערצליכע	1	hˈɛrʦləxə	rule	MED		
הערשט	1	hɛrʃt	rule	MED		
הפחת	1	hfxs	fallback	LOW		
הפינה	1	hfˈinə	rule	LOW		
הפלא'דיג	1	hflˈadiɡ	rule	LOW		
הפלוגתא	1	hflˈiɡsa	fallback	LOW		
הפסק	1	hˈɛfsək	printed-index	MED	hˈɛfsək	העפֿסעק
הפקדתי	1	hapukˈadti	rule	LOW		
הפתנה	1	hfsnə	fallback	LOW		
הצדיקים	1	hʦdˈikim	rule	MED		
הציונות	1	hʦjˈinis	fallback	LOW		
הקדש	1	hˈɛɡdəʃ	printed-index	MED	hakˈɔjdɛʃ	העגדעש
הקורה	1	hkˈirə	rule	MED		
הקורות	1	hakˈɔjrɔjs	rule	LOW		
הקללה	1	haklˈulu	rule	LOW		
הקפות	1	hakˈufɔjs	rule	LOW		
הקריב	1	hkrib	rule	MED		
הקרפף	1	hkrf	fallback	LOW		
הרבה	1	harbˈajə	rule	LOW		
הרבותי	1	harabˈɔjsaj	rule	LOW		
הרבצת	1	hrbʦs	fallback	LOW		
הרג'ענען	1	hˈarɡənən	rule	MED		
הרגו	1	hˈarɡi	rule	MED		
הרגע	1	hˈarɡə	rule	MED		
הרהור	1	hrhir	rule	MED		
הרהורי	1	hrhˈiri	rule	MED		
הרנה	1	hurˈinə	rule	LOW		
הרעות	1	harˈuɔjs	rule	LOW		
הרעים	1	hrajm	rule	MED		
הרעפים	1	hrˈɛfim	rule	LOW		
הרשות	1	hˈurʃis	rule	LOW		
הרת	1	hˈaras	rule	LOW		
השביעי	1	hʒbˈiaj	rule	MED		
השבתות	1	hʃˈabəsis	rule	LOW		
השגחת	1	hʒɡxs	fallback	LOW		
השובבנו	1	hʃˈibni	rule	MED		
השוחד	1	haʃˈɔjxad	rule	LOW		
השולחן	1	hʃˈilxajn	rule	LOW		
השומר	1	hʃimr	rule	MED		
השופר	1	hʃifr	rule	LOW		
השיבנו	1	hʃˈibni	rule	MED		
השילה	1	hʃˈilə	rule	MED		
השינוי	1	hʃˈinɔj	rule	MED		
השירים	1	hʃˈirim	rule	MED		
השישי	1	hʃˈiʃi	rule	MED		
השכל	1	hˈaskajl	rule	LOW		
השליך	1	hʃlix	rule	MED		
השלימות	1	haʃlˈimis	rule	LOW		
השלישי	1	hʃlˈiʃi	rule	MED		
השמועה	1	hʃmˈiə	rule	MED		
השמש	1	haʃˈɛməʃ	rule	LOW		
השעוה	1	hʃˈɛi	rule	MED		
השער	1	hʃɛr	rule	MED		
השתדלות	1	hiʃtˈadlis	rule	LOW		
השתחוו	1	hʃsxv	fallback	LOW		
התבוננות	1	hisbˈɔjnənus	rule	LOW		
התבטלות	1	hzbtlis	fallback	LOW		
התביאני	1	hzbˈiani	fallback	LOW		
התהא	1	hatəhˈaj	rule	LOW		
התהלך	1	hishˈalajx	rule	LOW		
התורפה	1	hsˈirfə	fallback	LOW		
התחדשות	1	hisxˈadʃis	rule	LOW		
התחזקות	1	hsxzkis	fallback	LOW		
התחייבות	1	hisxˈajjvus	rule	LOW		
התייחסות	1	hsˈajxsis	fallback	LOW		
התינוקות	1	hatinˈɔjkɔjs	rule	LOW		
התפילה	1	hatfˈilə	rule	LOW		
התפיסה	1	hatfˈisə	rule	LOW		
התפלה	1	hatfˈilə	rule	LOW		
התרגשות'דיגע	1	hsrɡʃˈizdiɡə	fallback	LOW		
וְאֵל	1	vajl	rule	MED		
וְאַתֶּם	1	vˈatəm	rule	LOW		
וְגֵרְךָ	1	vɡˈajrxu	rule	MED		
וְהִתְבָּרֵךְ	1	vhizbˈurajx	rule	LOW		
וְהַטַּף	1	vtaf	rule	LOW		
וְהַנָּשִׁים	1	vhˈanuʃim	rule	MED		
וְהָיָה	1	vhu	rule	MED		
וְזָהָב	1	vzˈuhuv	rule	MED		
וְטֹבָתָם	1	vtɔjvˈusum	rule	LOW		
וְיָדַעַתְּ	1	vˈudat	rule	LOW		
וְכִנּוֹר	1	vxˈinɔjr	rule	MED		
וְלַעֲנָה	1	vlˈanə	rule	MED		
וְעָרְפְּכֶם	1	vˈurpxəm	rule	MED		
וְשַׁבְתָּ	1	vəʃˈabəs	rule	LOW		
וְשֹׁטְרֵיכֶם	1	vʃˈɔjtrajxəm	rule	MED		
וְשָׁב	1	vʃuv	rule	MED		
וַאֲנִי	1	vˈaani	rule	MED		
וַאֲשֶׁר	1	vˈaaʃər	rule	MED		
וַתִּרְאוּ	1	vatˈiri	rule	LOW		
וָאֶבֶן	1	vˈuəvən	rule	MED		
וָאֹמַר	1	vˈuɔjmar	rule	MED		
וָעֹז	1	vˈuɔjz	rule	MED		
וּבְכָל	1	ˈibxul	rule	MED		
וּבִקַּשְׁתֶּם	1	ivikˈaʃtəm	rule	LOW		
וּבַמַּיִם	1	ˈivamim	rule	MED		
וּלְאִמּוֹ	1	ˈilimɔj	rule	MED		
וּלְזַרְעָם	1	ˈilzarum	rule	MED		
וּלְיַעֲקֹב	1	ˈilaakɔjv	rule	MED		
וּלְלֵוִי	1	ˈillajvi	rule	MED		
וּמִשָּׁם	1	ˈimiʃum	rule	MED		
וּמָצָאתָ	1	imuʦˈusu	rule	LOW		
ואבנא	1	ˈiabna	rule	LOW		
ואבנים	1	ˈiabnim	rule	LOW		
ואגידה	1	ˈiaɡidə	rule	LOW		
ואהבתם	1	vaahˈavtəm	rule	LOW		
ואוי	1	ˈiɔj	rule	LOW		
ואומר	1	ˈiimr	rule	LOW		
ואומרו	1	ˈiimri	rule	LOW		
ואופן	1	ˈiifn	rule	LOW		
ואי	1	ˈiaː	rule	LOW		
ואידהן	1	ˈiaːdhn	rule	LOW		
ואיך	1	ˈiaːx	rule	LOW		
ואמוני	1	ˈiamini	rule	LOW		
ואמוראים	1	ˈiamiraːm	rule	LOW		
ואמרו	1	ˈiamri	rule	LOW		
ואנו	1	ˈiani	rule	LOW		
ואנחנו	1	vaanˈaxni	rule	LOW		
ואנשים	1	ˈianʃim	rule	LOW		
ואספתי	1	ˈiasfsi	fallback	LOW		
ואראי	1	ˈiaraː	rule	LOW		
ואריה	1	ˈiari	rule	LOW		
ואשלחך	1	ˈiaʃlx	fallback	LOW		
ואשר	1	ˈiaʃr	rule	LOW		
ובאו	1	ˈibi	rule	LOW		
ובאור	1	ibˈir	rule	LOW		
ובבוקרו	1	ˈibikri	rule	MED		
ובבן	1	ibn	rule	MED		
ובגשמיות	1	uvəɡaʃmˈijus	rule	LOW		
ובדרע	1	ˈibdrə	rule	MED		
ובוכה	1	ˈibixə	rule	MED		
ובוקר	1	ˈibikr	rule	MED		
ובלב	1	iblb	rule	MED		
ובלע	1	ˈiblə	rule	MED		
ובמוחזק	1	ˈibmixzk	fallback	LOW		
ובמים	1	ˈibmim	rule	MED		
ובמנוחה	1	uvimnˈuxu	rule	LOW		
ובמספד	1	ibmsfd	fallback	LOW		
ובמעשים	1	ˈibməʃim	rule	MED		
ובמצות	1	ˈibmʦis	fallback	LOW		
ובנביאים	1	ˈibnbiaːm	rule	LOW		
ובנה	1	ˈibnə	rule	MED		
ובנו	1	ˈibni	rule	MED		
ובני	1	ˈibni	rule	MED		
ובעל	1	ˈibəl	rule	MED		
ובפרט	1	ibfrt	rule	LOW		
ובקופה	1	ˈibkifə	rule	LOW		
ובקושי	1	ˈibkiʃi	rule	MED		
וברוחניות	1	uvəruxənˈijus	rule	LOW		
וברוחץ	1	ˈibrixʦ	fallback	LOW		
ובשמחה	1	ivasˈimxə	rule	LOW		
וגאולה	1	ˈiɡilə	rule	LOW		
וגאולתנו	1	ˈiɡilsni	fallback	LOW		
ודאי	1	vˈadə	lexicon	HIGH		
ודברים	1	ˈidbrim	rule	MED		
ודבש	1	idbʃ	rule	MED		
ודהבא	1	ˈidhba	rule	LOW		
ודואג	1	ˈidiaɡ	rule	LOW		
ודוזר	1	ˈidizr	rule	MED		
ודחקות	1	ˈidxkis	fallback	LOW		
ודלמא	1	ˈidlma	rule	LOW		
ודע	1	ˈidə	rule	MED		
והארות	1	vəhɛˈurɔjs	rule	LOW		
והאריכה	1	ˈiharixə	rule	LOW		
והב	1	ib	rule	MED		
והבן	1	ibn	rule	MED		
והגית	1	vəhuɡˈisu	rule	LOW		
והגפן	1	iɡfn	rule	LOW		
והדברים	1	ˈidbrim	rule	MED		
והולכות	1	ˈihilxis	fallback	LOW		
והזכירם	1	ˈizxirm	rule	MED		
והחכמים	1	ˈixmim	fallback	LOW		
והחלק	1	ixlk	fallback	LOW		
והחצרת	1	ixʦrs	fallback	LOW		
והטוב	1	ˈitib	rule	MED		
והיא	1	ˈihia	rule	LOW		
והיו	1	ˈihji	rule	MED		
והיפוכו	1	ˈihifixi	rule	LOW		
והכא	1	ˈixa	rule	LOW		
והסליחות	1	ˈislixis	fallback	LOW		
והספד	1	isfd	rule	LOW		
והצלחה	1	vəhaʦlˈuxu	rule	LOW		
והקללות	1	ˈikllis	fallback	LOW		
והראיה	1	ˈiraːə	rule	LOW		
והרבך	1	irbx	rule	MED		
והריחה	1	ˈirixə	fallback	LOW		
והשלום	1	ˈiʃlim	rule	MED		
והשלישי	1	ˈiʃliʃi	rule	MED		
והשני	1	ˈiʃni	rule	MED		
והשפיל	1	ˈiʃpil	rule	LOW		
והתיר	1	isˈir	fallback	LOW		
וואדקא	1	vˈadka	rule	LOW		
וואווער	1	vˈavər	rule	LOW		
וואוילער	1	vˈɔjlər	rule	LOW		
וואוין	1	vɔjn	rule	LOW		
וואוינענדיג	1	vˈɔjnəndiɡ	rule	LOW		
וואונדערט	1	vˈindərt	rule	LOW		
וואונדערטס	1	vˈindərʦ	rule	LOW		
וואונדערליכע	1	vˈindərləxə	rule	LOW		
וואונדערסטו	1	vˈindərsti	rule	LOW		
וואזנער	1	vˈaznər	rule	LOW		
וואטערפרוף	1	vˈatərfrif	rule	LOW		
וואטשן	1	vaʧn	rule	LOW		
וואך'ס	1	vaxs	rule	LOW		
וואכנאכט	1	vˈaxnaxt	rule	LOW		
וואכנדיגע	1	vˈaxndiɡə	rule	LOW		
וואכנטליך	1	vˈaxntləx	rule	LOW		
וואלוול	1	valvl	rule	LOW		
וואנדערט	1	vˈandərt	rule	LOW		
וואנעט	1	vˈanət	rule	LOW		
וואסענען	1	vˈasənən	rule	LOW		
וואק	1	vak	rule	LOW		
וואקסבערגער	1	vˈakzbərɡər	rule	LOW		
וואקסטו	1	vˈaksti	rule	LOW		
ווארהייט	1	vˈarhaːt	rule	LOW		
ווארטנדיג	1	vˈartndiɡ	rule	LOW		
ווארימסטע	1	vˈarimstə	rule	LOW		
ווארימען	1	vˈarimən	rule	LOW		
ווארלד	1	varld	rule	LOW		
ווארנט	1	varnt	rule	LOW		
ווארענונגען	1	vˈarəninɡən	rule	LOW		
ווארפן	1	varfn	rule	LOW		
ווארפענע	1	vˈarfənə	rule	LOW		
ווארצל	1	varʦl	rule	LOW		
ווארשא	1	vˈarʃa	rule	LOW		
ווארשיינליך	1	vˈarʃajnləx	rule	LOW		
ווידיאוס	1	vˈidiis	rule	LOW		
ווידעא	1	vˈidəa	rule	LOW		
ווידערגעשפעניגט	1	vˈidərɡəʃpəniɡt	rule	LOW		
ווידערקול	1	vidˈɛrkul	printed-index	MED	vˈidərkil	ווידערקאָל
ווידערשפעניגן	1	vˈidərʃpəniɡn	rule	LOW		
וויז'ניצער	1	vˈizniʦər	rule	MED		
וויזדאם	1	vˈizdam	rule	LOW		
וויזיטארס	1	vˈizitars	rule	LOW		
ווייבל	1	vaːbl	lexicon	HIGH		
ווייג	1	vajɡ	rule	MED		
ווייגן	1	vajɡn	rule	MED		
וויידעסלאווער	1	vˈajdəslavər	rule	LOW		
ווייטאגט	1	vˈajtaɡt	rule	LOW		
ווייטאגליך	1	vˈajtaɡləx	rule	LOW		
ווייטגרייכנדע	1	vˈajtɡrajxndə	rule	MED		
ווייטן	1	vajtn	rule	MED		
וויילער	1	vˈajlər	rule	MED		
וויינער	1	vˈajnər	rule	MED		
וויינשטאק	1	vˈajnʃtak	rule	LOW		
ווייסמאנדל	1	vˈajsmandl	rule	LOW		
ווייסער	1	vˈajsər	rule	MED		
ווייסערהייט	1	vˈajsərhaːt	rule	MED		
וויכוח	1	vvikˈuxa	rule	LOW		
וויכטיגסטע	1	vˈixtiɡstə	rule	MED		
וויכטיגסטער	1	vˈixtiɡstər	rule	MED		
וויכטיגער	1	vˈixtiɡər	rule	MED		
וויכטיגערע	1	vˈixtiɡərə	rule	MED		
וויכטיגקייט	1	vˈixtiɡkaːt	rule	MED		
ווילי	1	vˈili	rule	MED		
ווילעדניקער	1	vˈilədnikər	rule	MED		
ווינט	1	vint	rule	MED		
ווינטן	1	vintn	rule	MED		
ווינטשט	1	vinʧt	rule	MED		
וויניארדס	1	vˈiniards	rule	LOW		
וויסלבלאוער	1	vˈislbliər	rule	LOW		
וויסעלבלאוער	1	vˈisəlbliər	rule	LOW		
וויץ	1	viʦ	rule	MED		
וויצע	1	vˈiʦə	rule	MED		
ווירדן	1	virdn	rule	MED		
וולאדימיר	1	vladimˈir	rule	LOW		
וועב	1	vɛb	rule	MED		
וועבן	1	vɛbn	rule	MED		
וועבסייט	1	vˈɛbsajt	rule	MED		
וועבער	1	vˈɛbər	rule	MED		
וועדזשעבלס	1	vˈɛʤəbls	rule	MED		
וועטער	1	vˈɛtər	rule	MED		
וועטערס	1	vˈɛtərs	rule	MED		
וועלגערן	1	vˈɛlɡərn	rule	MED		
וועלדער	1	vˈɛldər	rule	MED		
וועלטליכע	1	vˈɛltləxə	rule	MED		
וועלטענע	1	vˈɛltənə	rule	MED		
וועמענס	1	vˈɛməns	rule	MED		
ווענדונג	1	vˈɛndinɡ	rule	MED		
ווענדט	1	vɛndt	rule	MED		
ווענדן	1	vɛndn	rule	MED		
ווענט	1	vɛnt	rule	MED		
ווענעציע	1	vˈɛnəʦiə	rule	MED		
וועקט	1	vɛkt	rule	MED		
ווערדלאז	1	vˈɛrdlaz	rule	LOW		
ווערזל	1	vɛrzl	rule	MED		
ווערנדיג	1	vˈɛrndiɡ	rule	MED		
ווערסט	1	vɛrst	rule	MED		
ווערקלעך	1	vˈɛrkləx	rule	MED		
וועש	1	vɛʃ	rule	MED		
וזאת	1	vzɔjs	rule	LOW		
וזכרו	1	ˈizxri	rule	MED		
וזרעו	1	ˈizrəi	rule	MED		
וחבורה	1	ˈixbirə	fallback	LOW		
וחותכה	1	ˈixisxə	fallback	LOW		
וחזר	1	ixzr	fallback	LOW		
וחזרות	1	ˈixzris	fallback	LOW		
וחיים	1	vəxˈajim	rule	LOW		
וחלילה	1	vxulˈilə	rule	LOW		
וחסדיו	1	vaxasˈudujv	rule	LOW		
וחסדים	1	vaxasˈudim	rule	LOW		
וחסרונן	1	vəxɛsrˈɔjnun	rule	LOW		
וחצי	1	vuxˈajʦi	rule	LOW		
וחצרות	1	vaxaʦˈajrɔjs	rule	LOW		
וחשקת	1	vəxuʃˈaktu	rule	LOW		
וטהרתם	1	utəhˈartɛm	rule	LOW		
וטוב	1	ˈitib	rule	MED		
וטובתם	1	vtɔjvˈusum	rule	LOW		
וטף	1	itf	rule	LOW		
ויאמו	1	ˈɔjami	rule	LOW		
ויאשרוהו	1	ˈɔjaʃrihi	rule	LOW		
ויבוא	1	ˈɔjbia	rule	LOW		
ויברך	1	ɔjbrx	rule	MED		
ויגד	1	ɔjɡd	rule	MED		
וידידים	1	ˈɔjdidim	rule	MED		
ויום	1	ˈɔjim	rule	MED		
ויועצים	1	ˈɔjiəʦim	rule	MED		
ויוצאות	1	ˈɔjiʦis	fallback	LOW		
ויחשב	1	ɔjxʒb	fallback	LOW		
ויסרוני	1	ˈoʊsrini	rule	MED		
ויעפוך	1	ˈɔjəfix	rule	LOW		
ויפול	1	ˈɔjfil	rule	LOW		
ויצהרך	1	ɔjʦhrx	rule	MED		
ויקרא	1	vaijˈikru	printed-index	MED	ˈɔjkra	וואַיי*קראָ
ויש	1	oʊʃ	rule	MED		
וישועות	1	viʃiˈɛɔjs	rule	LOW		
וישלח	1	vajˈiʃlax	rule	LOW		
וישראל	1	ˈoʊʃral	rule	LOW		
וישתחוה	1	ˈoʊʃsxi	fallback	LOW		
וישתכחון	1	ˈoʊʃsxin	fallback	LOW		
ויתגברו	1	ˈoʊzɡbri	fallback	LOW		
וכיון	1	ˈixjin	rule	MED		
וכלה	1	ˈixlə	rule	MED		
וכלל	1	ixll	rule	MED		
וכמאמר	1	ˈixmamr	rule	LOW		
וכמודא	1	ˈixmida	rule	LOW		
וכנגד	1	ixnɡd	rule	MED		
וכפור	1	ixfˈir	rule	LOW		
וכתב	1	ixzb	fallback	LOW		
ולאבד	1	ˈilabd	rule	LOW		
ולאמר	1	ˈilamr	rule	LOW		
ולאשתכחא	1	ˈilaʃsxa	fallback	LOW		
ולב	1	ilb	rule	MED		
ולבא	1	ˈilba	rule	LOW		
ולבנותי	1	ˈilbnisi	fallback	LOW		
ולברכת	1	ilbrxs	fallback	LOW		
ולובש	1	ˈilibʃ	rule	MED		
ולוד	1	ˈilid	rule	MED		
ולוי	1	ˈilɔj	rule	MED		
ולזה	1	ˈilzə	rule	MED		
ולזמנא	1	ˈilzmna	rule	LOW		
ולזמנה	1	ˈilzmnə	rule	MED		
ולחופה	1	ilxˈɔjfə	rule	LOW		
ולחם	1	vəlˈɛxɛm	rule	LOW		
ולחרפה	1	ˈilxrfə	fallback	LOW		
ולילה	1	ˈililə	rule	MED		
ולישועתך	1	ˈiliʃiəsx	fallback	LOW		
וללמד	1	illmd	rule	MED		
ולמכה	1	ˈilmxə	rule	MED		
ולמספד	1	ilmsfd	fallback	LOW		
ולמעשים	1	ˈilməʃim	rule	MED		
ולמצוא	1	ˈilmʦia	rule	LOW		
ולעיסור	1	ilajsˈir	rule	MED		
ולענה	1	ˈilənə	rule	MED		
ולענינו	1	ˈilənini	rule	MED		
ולפלפי	1	ˈilflfi	rule	LOW		
ולצד	1	ilʦd	rule	MED		
ולקחת	1	vlukˈaxtu	rule	LOW		
ולקחתם	1	ilkˈaxtəm	rule	LOW		
ולקרחה	1	ˈilkrxə	fallback	LOW		
ולרזון	1	ˈilrzin	rule	MED		
ולרצון	1	ˈilrʦin	rule	MED		
ולשון	1	ˈilʃin	rule	MED		
ולשלום	1	ˈilʃlim	rule	MED		
ולתת	1	ils	fallback	LOW		
ומבורך	1	ˈimbirx	rule	MED		
ומגבב	1	imɡb	rule	MED		
ומדבר	1	imdbr	rule	MED		
ומהשכל	1	imhʃxl	fallback	LOW		
ומופת	1	imˈɔjfajs	rule	LOW		
ומזלות	1	imazˈulɔjs	rule	LOW		
ומיטיב	1	ˈimitib	rule	MED		
ומים	1	ˈimim	rule	MED		
ומימיך	1	ˈimimix	rule	MED		
ומל	1	iml	rule	MED		
ומלאו	1	ˈimli	rule	LOW		
ומלבין	1	ˈimlbin	rule	MED		
ומלכי	1	ˈimlxi	rule	MED		
וממילא	1	ˈimmila	rule	LOW		
וממלכה	1	ˈimmlxə	rule	MED		
ומן	1	imn	rule	MED		
ומנה	1	ˈimnə	rule	MED		
ומנהיגים	1	ˈimnhiɡim	rule	MED		
ומנוחאי	1	ˈimnixaː	fallback	LOW		
ומנויים	1	ˈimnɔjim	rule	MED		
ומעבד	1	ˈiməbd	rule	MED		
ומעשיו	1	ˈiməʃji	rule	MED		
ומעשים	1	ˈiməʃim	rule	MED		
ומצאתו	1	ˈimʦasi	fallback	LOW		
ומצפים	1	ˈimʦfim	rule	LOW		
ומקומך	1	ˈimkimx	rule	MED		
ומקפא	1	ˈimkfa	rule	LOW		
ומרומם	1	ˈimrimm	rule	MED		
ומרור	1	imrˈir	rule	MED		
ומשבחות	1	ˈimʒbxis	fallback	LOW		
ומשמש	1	imʃmʃ	rule	MED		
ומשענתך	1	ˈimʃənsx	fallback	LOW		
ומשפחתו	1	ˈimʃpxsi	fallback	LOW		
ומתחילין	1	ˈimsxilin	fallback	LOW		
ומתן	1	imˈatun	rule	LOW		
ומתקבל	1	imskbl	fallback	LOW		
ומתקבלת	1	imskbls	fallback	LOW		
ונאכל	1	ˈinaxl	rule	LOW		
ונגרא	1	ˈinɡra	rule	LOW		
ונוח	1	vnˈɔjxa	rule	LOW		
ונוטל	1	ˈinitl	rule	MED		
ונחת	1	inxs	fallback	LOW		
ונער	1	ˈinər	rule	MED		
ונפחת	1	infxs	fallback	LOW		
ונפלאות	1	vniflˈuɔjs	rule	LOW		
ונפלינו	1	ˈinflini	rule	LOW		
ונפרדו	1	ˈinfrdi	rule	LOW		
ונצע	1	ˈinʦə	rule	MED		
ונשובה	1	ˈinʃibə	rule	MED		
ונשלמה	1	ˈinʃlmə	rule	MED		
ונתת	1	vnusˈatu	rule	LOW		
ונתתי	1	vnusˈati	rule	LOW		
וסבה	1	ˈizbə	rule	MED		
וסייגים	1	ˈisajɡim	rule	MED		
ועבדו	1	ˈiəbdi	rule	MED		
ועבדום	1	ˈiəbdim	rule	MED		
ועבור	1	iəbˈir	rule	MED		
ועוד	1	ˈiəid	rule	MED		
ועושה	1	ˈiəiʃə	rule	MED		
ועז	1	ˈiəz	rule	MED		
ועידנים	1	ˈiajdnim	rule	MED		
ועכשיו	1	ˈiəxʃji	rule	MED		
ועלית	1	ˈiəlis	fallback	LOW		
ועמים	1	ˈiəmim	rule	MED		
ועמך	1	ˈiəmx	rule	MED		
ועמת	1	ˈiəms	fallback	LOW		
וענו	1	ˈiəni	rule	MED		
וענפיו	1	ˈiənfji	rule	LOW		
וערבני	1	ˈiərbni	rule	MED		
ועשו	1	ˈiəʃi	rule	MED		
ועשרים	1	ˈiəʃrim	rule	MED		
ופול	1	ˈifil	rule	LOW		
ופועל	1	ˈifiəl	rule	LOW		
ופי	1	ˈifi	rule	LOW		
ופירש	1	ˈifirʃ	rule	LOW		
ופלא'דיג	1	ˈifladiɡ	rule	LOW		
ופעמים	1	ˈifəmim	rule	LOW		
וצהלתו	1	ˈiʦhlsi	fallback	LOW		
וצער	1	ˈiʦər	rule	MED		
וקה	1	ˈikə	rule	MED		
וקיבלתם	1	ˈikiblsm	fallback	LOW		
וקליפתו	1	ˈiklifsi	fallback	LOW		
וקללות	1	ˈikllis	fallback	LOW		
וקלס	1	ikls	rule	MED		
וקמת	1	ikms	fallback	LOW		
וקראם	1	ˈikram	rule	LOW		
וראה	1	ˈira	rule	LOW		
וראשי	1	ˈiraʃi	rule	LOW		
ורבותי	1	vərabˈɔjsaj	rule	LOW		
ורביה	1	ˈirbi	rule	MED		
ורדיפות	1	ˈirdifis	fallback	LOW		
ורואים	1	ˈiriaːm	rule	LOW		
ורוממת	1	ˈirimms	fallback	LOW		
ורוצה	1	ˈiriʦə	rule	MED		
ורחמך	1	irxmx	fallback	LOW		
ורך	1	irx	rule	MED		
ורמז	1	irmz	rule	MED		
ורעב	1	ˈirəb	rule	MED		
ורפא	1	ˈirfa	rule	LOW		
ושב	1	iʒb	rule	MED		
ושבח	1	vʃˈɛvax	rule	LOW		
ושורר	1	ˈiʃirr	rule	MED		
ושכנתי	1	vəʃuxˈanti	rule	LOW		
ושלוה	1	ˈiʃli	rule	MED		
ושמו	1	ˈiʃmi	rule	MED		
ושמחתם	1	ismˈaxtəm	rule	LOW		
ושמע	1	ˈiʃmə	rule	MED		
ושמעו	1	ˈiʃməi	rule	MED		
ושמעון	1	ˈiʃməin	rule	MED		
ושניה	1	ˈiʃni	rule	MED		
ושנים	1	ˈiʃnim	rule	MED		
"ושס""ה"	1	vuv ʃin sˈaməx haj	rule	LOW		
ושעל	1	ˈiʃəl	rule	MED		
ושריו	1	ˈiʃrji	rule	MED		
ושרפים	1	ˈiʃrfim	rule	LOW		
"ות""ק"	1	vuv tuf kif	rule	LOW		
ותגביה	1	ˈizɡbi	fallback	LOW		
ותגל	1	vsˈuɡajl	rule	LOW		
ותדבק	1	izdbk	fallback	LOW		
ותומים	1	vsˈɔjmim	rule	LOW		
ותוקף	1	ˈisikf	fallback	LOW		
ותורתך	1	ˈisirsx	fallback	LOW		
ותחזינה	1	vsəxəzˈajnə	rule	LOW		
ותחתונים	1	vsaxsˈɔjnim	rule	LOW		
ותיקון	1	ˈisikin	fallback	LOW		
ותלך	1	vatˈajləx	rule	LOW		
ותלמידיו	1	vəsalmˈidujv	rule	LOW		
ותנא	1	ˈisna	fallback	LOW		
ותפתח	1	vatˈiftax	rule	LOW		
ותצפה	1	ˈisʦfə	fallback	LOW		
ותראהו	1	vatirˈajhi	rule	LOW		
"ותרע""ב"	1	vuv tuf rajʃ ˈajən bajs	rule	LOW		
ותשובה	1	isʃˈivə	rule	LOW		
ותתאין	1	ˈisaːn	fallback	LOW		
ז'ווארסקער	1	zvˈarskər	rule	LOW		
זִקְנֵיכֶם	1	zˈiknajxəm	rule	MED		
זֹעֵם	1	zajm	rule	MED		
זאגער	1	zˈaɡər	rule	LOW		
זאון	1	zin	rule	LOW		
זאטע	1	zˈatə	rule	LOW		
זאלי	1	zˈali	rule	LOW		
זאלץ	1	zalʦ	rule	LOW		
זאמער	1	zˈamər	rule	LOW		
זאנע	1	zˈanə	rule	LOW		
זאנענפעלד	1	zˈanənfəld	rule	LOW		
זאפארט	1	zˈafart	rule	LOW		
זאפטיגע	1	zˈaftiɡə	rule	LOW		
זאצן	1	zaʦn	rule	LOW		
זבול	1	zbil	rule	MED		
זבת	1	zˈuvas	rule	LOW		
זדנותא	1	zdnˈisa	fallback	LOW		
זהו	1	zhi	rule	MED		
זהיר	1	zhir	rule	MED		
זהירות	1	zəhˈirɔjs	rule	LOW		
זוים	1	zɔjm	rule	MED		
זויערע	1	zˈɔjərə	rule	MED		
זוך	1	zix	rule	MED		
זוכנדיג	1	zˈixndiɡ	rule	MED		
זוכסטו	1	zˈixsti	rule	MED		
זונטאג'דיגע	1	zˈintaɡdiɡə	rule	LOW		
זונינו	1	zˈinini	rule	MED		
זיבעציגסטער	1	zˈibəʦiɡstər	rule	MED		
זיבציג	1	zˈibʦiɡ	rule	MED		
זיו	1	zji	rule	MED		
זיווג	1	zˈivəɡ	printed-index	MED	zivɡ	זיוועג
זיידנ'ס	1	zajdns	rule	MED		
זייטיגע	1	zˈajtiɡə	rule	MED		
זיין'ס	1	zajns	rule	MED		
זייען	1	zˈajən	rule	MED		
זייענס	1	zˈajəns	rule	MED		
זייערסטער	1	zˈajərstər	rule	MED		
זיכערן	1	zˈixərn	rule	MED		
זילבערווארג	1	zˈilbərvarɡ	rule	LOW		
זימן	1	zimn	rule	MED		
זימנו	1	zˈimni	rule	MED		
זינגער	1	zˈinɡər	rule	MED		
זינדיגט	1	zˈindiɡt	rule	MED		
זינט	1	zint	rule	MED		
זיצסט	1	ziʦst	rule	MED		
זיתים	1	zˈajsim	rule	LOW		
זכה	1	zˈuxə	rule	LOW		
זכור	1	zxir	rule	MED		
זכותא	1	zəxˈusu	rule	LOW		
זכותם	1	zxˈisum	rule	LOW		
זכינו	1	zxˈini	rule	MED		
זכרו	1	zxri	rule	MED		
זכרון	1	zˈikurn	printed-index	MED	zxrin	זיקאָרן
זכרונות	1	zixrˈɔjnɔjs	rule	LOW		
זכרונם	1	zxrinm	rule	MED		
זכרת	1	zˈuxart	rule	LOW		
זלאטאוויץ	1	zlˈataviʦ	rule	LOW		
זלאטשובער	1	zlˈaʧibər	rule	LOW		
זלט	1	zlt	fallback	LOW		
זמנו	1	zmni	rule	MED		
זמני	1	zmni	rule	MED		
זמר	1	zˈamur	rule	LOW		
זעאונג	1	zˈɛinɡ	rule	LOW		
זעב	1	zɛb	rule	MED		
זעג	1	zɛɡ	rule	MED		
זעכצן	1	zɛxʦn	rule	MED		
זעלבסט	1	zɛlbst	rule	MED		
