word	pointed	rule_ipa	observed_ipa	count
ז"ין	זַיִן	z"in	zajn	4
קל"א	קַלַּ"א	kl"a	kuflamedalef	4
רַשִׁ"י	רַשִׁ"י	rʃ"i	raʃi	4
רי"ש	רֵישׁ	ri"ʃ	rəjʃ	4
רל"א	רל"א	rl"a	rajlamɛdalɛf	4
חלומט	חָלֶמְט	xlimt	xoləmt	4
מבטחו	מִבְטַחוֹ	mbtxi	מבטחו	4
"איז	"איז	"iz	איז	4
"אני	"אֲנִי	"ani	אני	4
"והיה	"וְהָיָה	"ihih	ויהיה	4
"והיה"	"וְהָיָה"	"ihih"	והיה	4
"ולא	"וְלֹא	"ila	velo	4
"נו"	"נוּ"	"ni"	nɪ	4
אדמו"ר	אַדמוּ"ר	admi"r	admor	4
אחכה	אֲחַכֶּה	axxh	axakə	4
אמרתם	אֲמַרְתֶּם	amrsəm	amartəm	4
בהעלתך	בְּהַעֲלֹתְךָ	bhɛlsx	בעאלויסכא	4
בחלקו	בְּחֶלְקוֹ	bxlki	בחלקו	4
בחקתי	בחקתי	bxksi	בחקתי	4
בעזרת	בְּעֶזְרַת	bɛzrs	bɛzras	4
בקדושת	בִּקְדוּשַׁת	bkdiʃs	bikdiʃas	4
דא"	דאָ"	du"	דא	4
הַמַּאֲכֶלֶת	הַמַּאֲכֶלֶת	hmaxls	hamakheles	4
הָיְתָה	הָיְתָה	hiʃ	hajtɔ	4
הוּא"	הוּא"	hia"	hu	4
הטובות	הַטּוֹבוֹת	htibis	atojvɔs	4
הניבחר	הַנִּבְחָר	hnibxr	הניבחר	4
הצרעת	הַצָּרַעַת	hʦrɛs	hatsaraas	4
הרבית	הִרְבֵּיתָ	hrbis	hirbejso	4
התמיד	הַתָּמִיד	hsmid	hatamid	4
וזריחתה	וְזָרִיחָתָהּ	izrixʃ	nəzarixasaə	4
ונסלח	ונסלח	inslx	ונסלח	4
ונשמח	וְנִשְׂמַח	inʃmx	vənismax	4
חזקאל	חֶזְקֵאל	xzkal	חזקאל	4
חזקיה	חִזְקִיָּה	xzkih	xizkijə	4
חסידך	חסידך	xsidx	xasidəxa	4
טהורות	טְהוֹרוֹת	thiris	tərəs	4
י"צ	י"צ	i"ʦ	judtsadik	4
יחישנה	יְחִישֶנָה	ixiʃnh	jəxiʃɛnɔ	4
ישראל"	יִשְׂרָאֵל"	iʃral"	yisroel	4
כ"א	כ"א	x"a	xafaləf	4
כוללת	כּוֹלֶלֶת	xills	kojlelɛs	4
כורח׳ן	קורח׳ן	xirxaɪn	kojrexn	4
כחומר	כַּחֹמֶר	xximr	kakhojmər	4
להחזיק	לְהַחֲזִיק	lhxzik	ləxazajk	4
מחומר	מֵחוֹמֶר	mximr	mexoimer	4
מסכתא	מַסֶּכְתָּא	msxsa	masɛxtə	4
משמחין	מְשַׂמְחִין	mʃmxin	məsamxin	4
נא"	נָא"	na"	no	4
נחצריח	נִחַצְרִיחַ	nxʦrix	nixatsrix	4
נתרפא	נִתְרַפֵּא	nsrfa	nətrəpə	4
סותה	סוּתֹה	siʃ	sisoj	4
סלחתי	סָלַחְתִּי	slxsi	סאלאכטי	4
פארשת	פַּרָשַׁת	farʃs	parʃəs	4
רחמיך	רַחֲמֶיךָ	rxmix	raxamexa	4
רחמנא	רַחֲמָנָא	rxmna	raxmənɔ	4
ש"י	שּׁ"י	ʃ"i	ʃinjud	4
שטותים	שטותים	ʃtisim	ʃtisəm	4
שמירת	שְׁמִירַת	ʃmirs	שמירת	4
תורה'ס	תּוֹרָה'ס	sirhs	תורהס	4
תורתך	תּוֹרָתֶךָ	sirsx	tojrusɛxu	4
תזכרו	תִּזְכְּרוּ	szxri	תיזכרו	4
תחנון	תַּחֲנוּן	sxnin	tachnun	4
תפארתכם	תִּפְאַרְתְּכֶם	sfarsxəm	tifartəxəm	4
אקדמות	אַקְדָמוּת	akdmis	akdoməs	4
באחדות	באַחדות	baxdis	bəaxdəs	4
בחינות	בְּחִינוֹת	bxinis	bxɪnəs	4
בשלימות	בִּשְׁלֵמִיס	bʃlimis	בשלימות	4
בתמימות	בִּתְמִימוּת	bsmimis	bismiməs	4
הדורות	הַדּוֹרוֹת	hdiris	hadojrəs	4
הילכות	הִלְכוֹת	hilxis	hilxəs	4
המילות	הַמִּלּוֹת	hmilis	hamiləs	4
ותשבחות	ותשבחות	isʃbxis	ותשבחות	4
זכירות	זְכִירוֹת	zxiris	zxirəs	4
חסרונות	חֶסְרוֹנוֹת	xsrinis	חסרונות	4
חשבונות	חֶשְׁבּוֹנוֹת	xʃbinis	xəʃboənəs	4
כחולמים	כְּחֹלְמִים	xxilmim	xəxɔilmim	4
כירחמים	כִּרַחֲמִים	xirxmim	kiraxamim	4
לדורות	לְדוֹרוֹת	ldiris	lədojrəs	4
להעלות	לְהַעֲלוֹת	lhɛlis	ləhaləs	4
ממות	מִמָּוֶת	mmis	məmɔvəs	4
מנות	מָנוֹת	mnis	monəs	4
מנשיקות	מִנְּשִׁיקוֹת	mnʃikis	minəʃikəjs	4
משניות	מִשְׁנָיוֹת	mʃnjis	miʃnojəs	4
מתגוללים	מִתְגּוֹלְלִים	msɡillim	misgojləlim	4
מתים	מֵתִים	msim	mejsim	4
עסקנות	עַסְקָנוּת	ɛsknis	עסקנות	4
קהילות	קהילות	xilis	קהילות	4
רבות	רַבּוֹת	rbis	rabɔs	4
שליחות	שְׁלִיחוּת	ʃlixis	שליחות	4
שלש־סעודות	שלש־סעודות	ʃlʃ sɛidis	ʃaləʃidəs	4
תּלמידי	תַּלְמִידֵי	tlmidi	talmidej	4
תּפֿילין	תְּפִלִּין	tfilin	tfɪlən	4
תמים	תָּמִים	smim	תמים	4
חטאים	חֲטָאִים	xtaːm	חטאים	4
כּשושנה	כַּשּׁוֹשַׁנָּה	kʃiʃnh	kaʃoʃano	4
בצרה	בְצָרָה	bʦrh	vətsoro	4
דרשה	דְּרָשָׁה	drʃh	drɔʃə	4
הרנה	הָרִנָּה	hrnh	arinə	4
זקנה	זִקְנָה	zknh	zikno	4
יאתה	יָאָתָה	jaʃ	joəsə	4
כמה	כַּמָּה	xmh	כמה	4
מזכה	מְזַכֶּה	mzxh	məzakə	4
מטטה		mtth	matatə	4
פנה	פָנָה	fnh	פנה	4
אלקות	אֱלֹקוּת	alkis	elokəs	4
אמהות	אִמָהוֹת	amhis	אמהות	4
בעל־בית׳טע		bɛl bistə	באלבאסטע	4
האות	הָאוֹת	hais	hoos	4
היות	הֱיוֹת	hjis	hajəs	4
העדות	הָעֵדֻת	hɛdis	העדות	4
ומענות		imɛnis	ומענות	4
ונחמודים	וְנֶחְמָדִים	inxmidim	vənəxmodim	4
חשמונאים	חַשְׁמוֹנָאִים	xʃminaːm	xaʃmənɔəm	4
טומאתם	טוּמְאָתָם	timasəm	tumosəm	4
ישיבות	יְשִׁיבֿוֹת	iʃibis	jəʃivəs	4
כּשרן	כַּשֶׁרְן	kʃrən	kashern	4
לוחות	לוּחוֹת	lixis	luxes	4
נפתליטשע	נַפְתָּלִיטְשֶׁע	nfsliʧə	naftalitʃɛ	4
נקיות	נְקִיּוּת	nkjis	נקיות	4
סוגיות	סוּגְיוֹת	siɡjis	סוגיות	4
עזות	עַזּוּת	ɛzis	azəs	4
פֿשט	פְּשָׁט	fʃt	pʃat	4
פנימיות	פְּנִימִיּוּת	fnimjis	pnɪmjəs	4
צבאות	צְבָאוֹת	ʦbais	tsəvɔjəs	4
ראשיתיבות	רָאשֵׁיתֵּיבֿוֹת	raʃisibis	rasjtejvəs	4
שבֿט	שֵׁבֶט	ʃvt	ʃejvət	4
שבֿטים	שְׁבָטִים	ʃvtim	ʃvotim	4
תּבואה		tbiah	tvojas	4
תינוקות	תִּינוֹקוֹת	sinikis	tɘnojkɘs	4
תנועות	תְּנוּעוֹת	sniɛis	תנועות	4
תשעים	תִּשְׁעִים	sʃaɪm	תשעים	4
איבערחזרן	איבערחזרן	ibɛrxzrən	ibərxazərn	4
אלףבית	אַלףבית	alfbis	אלףבית	4
אמת'דיג	אֱמֶת'דִיג	ɛmɛsdiɡ	eməsdik	4
אמת'ן	אֶמֶת'ן	ɛmɛsən	eməsn	4
אמתדיג	אֶמֶתְדִיג	ɛmɛsdiɡ	אמתדיג	4
בושת	בּוֹשֶׁת	biʃs	בושת	4
ביתך	בֵיתְךָ	bisx	bejsxo	4
ואתחנן	וָאֶתְחַנַּן	iasxnn	voesxanan	4
ובחסדו	וּבְחַסְדּוֹ	ibxsdi	uvχasdo	4
וחסד	וָחֶסֶד	ixsd	vəxəjsəd	4
ותלמוד	וְתַלְמוּד	islmid	vtalməd	4
חוה	חַוָּה	xih	xava	4
חושב	חוֹשֵׁב	xiʃb	xoʃəv	4
חושד	חוֹשֵׁד	xiʃd	xojʃəd	4
חי׳	חיה	xiʔ	xaj	4
חכמי	חַכְמֵי	xxmi	xaxme	4
חסידיש	חסידיש	xsidiʃ	xəsɪdɪʃ	4
יחזקאל	יְחֶזְקֵאל	ixzkal	יחזקאל	4
ישכח	יִשָּׁכַח	iʃxx	jiʃoxax	4
כגיגית	כְּגִיגִית	xɡiɡis	kəgigəs	4
כזאת	כַּזֹּאת	xzas	kəzojs	4
לַמִשְׁפְּחֹתָיו	לַמִשְׁפְּחֹתָיו	lmʃfxsji	lamıʃpəxojsɔv	4
לוח	לוּחַ	lix	lux	4
לעבודתך	לַעֲבוֹדָתְךָ	lɛbidsx	laavojdosxo	4
מותר	מוּתָּר	misr	mutər	4
מחי	מְחֵי	mxi	mxaɪ	4
מצותיה	מִצְוֹתֶיהָ	mʦisih	mitzvojsejo	4
משפחותומום	מִשְׁפְּחוֹתִימוֹם	mʃfxisimim	miʃpɔxosijmɔm	4
מתי	מָתַי	msi	mataj	4
ניסח	נוּסַח	nisx	nisəχ	4
סוכת	סֻכַּת	sixs	סוכת	4
סולת	סֹלֶת	sils	sejləs	4
עזרתני	עֲזַרְתַּנִי	ɛzrsni	azartani	4
עקדת	עֲקֵדַת	ɛkds	akejdəs	4
פוסח	פּסח	fisx	pajsaχ	4
פיקח	פיקח	fikx	pɪkəax	4
פתחי	פִּתְחֵי	fsxi	pisxej	4
רחמי	רַחֲמֵי	rxmi	raxmaj	4
שבתדיגע	שבת'דיגע	ʃubɛsdiɡə	ʃabəsdɪgə	4
שפתי	שִׂפְתֵי	ʃfsi	שפתי	4
תבלו	תֵּבָלוּ	sbli	tevaloi	4
תדע	תֵּדַע	sdə	tajdə	4
תהא	תְּהֵא	ʃa	tihe	4
תוקד	תּוּקַד	sikd	tukad	4
תורתנו	תּוֹרָתֵנוּ	sirsni	toyrosenu	4
תירץ	תֶּירֶץ	sirʦ	tirəts	4
תמנו	תָמְנוּ	smni	samni	4
תנא	תַּנָּא	sna	tanə	4
תצא	תֵצֵא	sʦa	tejtse	4
תשבו	תֵּשְׁבוּ	sʃbi	tiʃvi	4
תשמע	תִּשְׁמַע	sʃmə	tiʃmə	4
אלמנה	אַלְמָנָה	almnh	almɔnɔ	4
בגבורה	בִּגְבוּרָה	bɡbirh	bigvurə	4
בערמה	בְּעָרְמָה	bɛrmh	bejrme	4
בשורה	בְּשׂוּרָה	bʃirh	bsirə	4
וטהרה	וְטַהֲרָה	ithrh	וועטהארע	4
ורננה	וּרְנָנָה	irnnh	vrnone	4
חטאנו	חָטָאנוּ	xtani	xatɔnjy	4
מאהבה	מֵאַהֲבָה	mahbh	meahave	4
משיכה		mʃixh	משיכה	4
פטירה	פְּטִירָה	ftirh	פטירה	4
קוטונתי	קָטֹנְתִּי	kitinsi	קוטונתי	4
בדברים	בִּדְבָרִים	bdbrim	bidvorim	4
דכפֿין	דִּכְפִין	dxfin	dɪxpɪn	4
המשקים	הַמַּשְׁקִים	hmʃkim	המשקים	4
הקטנים	הַקְּטַנִּים	hktnim	haktanəm	4
השנים	הַשָּׁנִים	hʃnim	hashonim	4
טובֿה	טוֹבָה	tivh	טובה	4
מרבים	מַרְבִּים	mrbim	marbim	4
נסכים	נסכים	nsxim	nsoxim	4
ספרדים	ספרדים	sfrdim	sfardəm	4
קטנים	קְטַנִּים	ktnim	ktanim	4
רהבים	רְהָבִים	rhbim	רהבים	4
שלאפֿן	שְׁלָאפְֿן	ʃlafən	ʃlofn	4
אבותי	אֲבוֹתַי	abisi	avojsoj	4
אבתיך	אַבְתָיִךְ	absix	avtajx	4
אוהבתי	אָהַבְתִּי	ihbsi	ohavti	4
אומרת	אוֹמֶרֶת	imrs	אומרת	4
אחינו	אַחֵינוּ	axini	exɔv	4
אחרא	אַחֲרָא	axra	axrə	4
אמתדיגע	אֱמֶתְדִיגֶע	ɛmɛsdiɡə	אמתדיגע	4
אמתע	אֶמֶתע	ɛmɛsə	eməsə	4
בבקר	בַּבֹּקֶר	bbkr	bəbojkər	4
בגד	בגד	bɡd	בגד	4
בחוקותי	בְּחֻקֹּתַי	bxikisi	bəxikajs	4
בטלן	בַּטְלָן	btlən	batlən	4
בטנך	בִּטְנְךָ	btnx	bɪtnəxɔ	4
בפרט	בִּפְרָט	bfrt	בפרט	4
ברמז	בְּרֶמֶז	brmz	brɛmɛz	4
ברק	בְּרַק	brk	ברק	4
בשבט	בִּשְׁבָט	bʃbt	בשבט	4
גגם	גַּם	ɡɡəm	gam	4
גמל	גמל	ɡml	giməl	4
גס		ɡs	גס	4
דבש	דְּבַשׁ	dbʃ	דבש	4
דורותיכם	דּוֹרוֹתֵיכֶם	dirisixəm	dojrəjsajxəm	4
דרש	דָּרַשׁ	drʃ	dorəʃ	4
דרשן	דַּרְשָׁן	drʃən	darʃn	4
ד׳	ד׳	dʔ	dalət	4
הַמֶּלֶךְ	הַמֶּלֶךְ	hmlx	המלך	4
הגבר	הַגֶּבֶר	hɡbr	הגבר	4
הגם	הַגַם	hɡəm	agam	4
ההר	הָהָר	hhr	hohar	4
הזמן	הַזְּמַן	hzmən	hazman	4
הכלל	הַכְּלָל	hxll	haklal	4
המשכן	הַמִּשְׁכָּן	hmʃxən	hamiʃkn	4
הן	הֵן	hn	hen	4
הנפש	הַנֶּפֶשׁ	hnfʃ	הנפש	4
השכל	הַשְׂכֵּל	hʃxl	השכל	4
השמן	הַשָּׁמֶן	hʃmən	haʃomen	4
התניא	הַתַּנְיָא	hsnia	hatanye	4
ואח	וְאָח	iax	vəax	4
ואנחנו	וַאֲנַחְנוּ	ianxni	vaanaxni	4
וברחמיו	וּבְרַחֲמָיו	ibrxmji	uvraxamov	4
וגרשתיו	וְגֵרַשְׁתִּיו	iɡrʃsji	vegeraʃtiv	4
וזאת	וְזֹאת	izas	vəzojs	4
וחי	וָחַי	ixi	vəxaj	4
וניחמתני	וְנִחַמְתַּנִי	inixmsni	venichamtuni	4
ונתתי	וְנָתַתִּי	inssi	ונתתי	4
וסיפתו	וְסִפַּתּוֹ	isifsi	vəsipatəv	4
ועניתם	וְעִנִּיתֶם	iɛnisəm	vəjnejtəm	4
ותשוב	וּתְשׁוּב	isʃib	utʃuv	4
זעקתי	זָעָקְתִּי	zɛksi	zaakəti	4
חיבוק	חִיבּוּק	xibik	xibuk	4
חינוך	חִינוּך	xinix	חינוך	4
חסדויו	חַסְדּוֹי	xsdɔɪi	xasdojv	4
חענקע	כֶענְקֶע	xɛnkə	xɛŋkə	4
חשובע	חֲשׁוּבֶֿה	xʃibə	xəʃivə	4
יִתַּמּוּ	יִתַּמּוּ	ismi	jitamu	4
ידעתני	יְדַעְתַּנִי	idɛsni	yadatani	4
יולדת	יוֹלֶדֶת	jilds	yoyledəs	4
יותר	יוֹתֵר	jisr	יותר	4
יחיאל	יְחִיאֵל	ixial	jəxiəl	4
יקרחו	יִקְרְחוּ	ikrxi	jikrəxu	4
כדרך	כְּדֶרֶךְ	xdrx	kderəx	4
ככר	כִכַּר	xxr	kikər	4
כשם	כְּשֵׁם	xʃəm	kəʃem	4
כשר'ן	כּשר'ן	xʃrən	kaʃern	4
כשרן	כַּשְׁרְן	xʃrən	kaʃərn	4
לבך	לִבֶּךָ	lbx	libexə	4
להשם	לַהַשֵּׁם	lhʃəm	lashem	4
לה׳	לַה'	lhʔ	ləʃem	4
לישועתך	לִישׁוּעָתְךָ	liʃiɛsx	liʃuəsxe	4
לךלך	לֶךְ־לְךָ	lxlx	lɛxlɛxa	4
לקבל	לְקַבֵּל	lkbl	ləkabl	4
לקדש	לְקַדֵּשׁ	lkdʃ	lekadeʃ	4
מָלן	מָאלְן	mlən	מאלן	4
מגן	מָגֵן	mɡən	mogən	4
מדבק	מִדַּבֵּק	mdbk	mədabək	4
מהר	מַהֵר	mhr	mahajr	4
מוכיח	מוֹכִיחַ	mixix	majxiax	4
ממסגר	מִמַּסְגֵּר	mmsɡr	mimasgər	4
מס	מַס	ms	mas	4
מספד	מִסְפֵּד	msfd	מספד	4
מרן	מרן	mrən	moran	4
ן'ן	ן'ן	nn	nunən	4
נמרד	נִמְרֹד	nmrd	nɪmrɔd	4
נפשך	נַפְשְׁךָ	nfʃx	nafʃəxo	4
סכך	סכך	sxx	sxax	4
סם	סַם	səm	sam	4
עברית	עברית	ɛbris	ivris	4
עידית	עידית	aɪdis	עידית	4
ערבית	עַרְבִית	ɛrbis	ערבית	4
פגם	פְּגָם	fɡəm	pgam	4
פרק	פֶּרֶק	frk	פרק	4
פש	פְשְׁ	fʃ	pʃ	4
פשש	פּשש	fʃʃ	פשש	4
צמר	צֶמֶר	ʦmr	tsemɛr	4
קדשם	קַדְּשֵׁם	kdʃəm	kadʃaım	4
קויתי	קִוִּיתִי	kɔɪsi	kojviti	4
קן	קֶן	kən	kɛn	4
קץ	קֵץ	kʦ	kajts	4
קריאת	קְרִיאַת	krias	kris	4
רכש	רֵישׁ	rxʃ	reʃ	4
שבר	שֶׁבֶר	ʃbr	ʃɛvɛʁ	4
שדך	שדך	ʃdx	שדך	4
שרץ	שֶׁרֶץ	ʃrʦ	ʃerəts	4
ש׳	שִׁין	ʃʔ	ʃin	4
תליתאי	תְּלִיתָאִי	slisaː	tlejsai	4
תנועה	תְּנוּעָה	sniɛh	tniə	4
תניא	תַּנְיָא	snia	tanjə	4
שובֿבֿים	שׁוֹבָבִים	ʃivvim	ʃovəvɪm	4
הייתה	הָיְתָה	haɪʃ	hojtə	4
תרפ"ה	תרפֿ"ה	srf"h	tərpa	3
"תן	"תֵּן	"sən	תן	3
השבת"	הַשַּׁבָּת"	hʃubɛs"	השבת	3
לחם"	לֶחֶם"	lxəm"	lecxem	3
ת"ף	תָּ"ף	s"f	תאף	3
תשב"ץ	תּשב"ץ	sʃb"ʦ	תשבץ	3
תשנ"ז	תשנ"ז	sʃən"z	taʃnaz	3
"וַסָלַחְתָּ	"וַסָלַחְתָּ	"islxs	vɯsolaxto	3
והצלחה"	וְהַצְלָחָה"	ihʦlxh"	vəhatsloxə	3
חב"ד'סקע	חב"ד'סקע	xb"dskə	xabadskə	3
חב"דסקע	חב"דסקע	xb"dskə	xabadskə	3
מחותן"	מְחוּתָן"	mɛxitən"	mexutn	3
"ברכה	"בְּרָכָה	"bruxə	broxə	3
הבית"	הַבַּיִת"	hbis"	habajəs	3
סוחרים"	סוֹחֲרִים"	sixrim"	סוחרים	3
תורה"	תּוֹרָה"	tɔɪɛrə"	תורה	3
תרע"ד	תרע"ד	srə"d	tarad	3
חב"צקער	חַבַּ"צְקער	xb"ʦkɛr	חבצקער	3
"ואחר	"ואַחר	"iaxr	vəaxar	3
"ובערת	"וּבִעַרְתָּ	"ibɛrs	uvɪarta	3
ב"ז	בּ"ז	b"z	bejzajn	3
הגה"ק		hɡh"k	hagak	3
ז"ל	זַ"ל	z"l	zal	3
ח"י	חַ"י	x"i	chay	3
כ"ד	כ"ד	x"d	כד	3
כ"ה	כ"ה	x"h	kafhe	3
כ"ן	כֵּן	x"n	kejn	3
כֿ"ף	כֿ"ף	x"f	xɔf	3
ל"ג	ל"ג	l"ɡ	lag	3
מ"ב	מ"ב	m"b	מב	3
מ"ד		m"d	memdoled	3
מהר"ם	מַהֲרַ"ם	mhr"m	maharam	3
מרש"ך	מרש"ך	mrʃ"x	marʃax	3
משה"	מֹשֶׁה"	mɔɪʃə"	mojʃə	3
ס"ם	ס"ם	s"m	saməxməm	3
ס"מ	סָ"מֶם	s"m	סאמעךמעם	3
סמ"מ	ס"מ	səm"m	samɘχmɘm	3
פ"ה	פ"ה	f"h	paɪhaɪ	3
ק"ל	ק"ל	k"l	kal	3
רש"ש	רַשַׁ"שׁ	rʃ"ʃ	raʃaʃ	3
ש"ב	ש"ב	ʃ"b	מב	3
העלפֿן"	הֶעלפֿן"	hɛlfən"	helfn	3
ר"חיים	רַ"חַיִּים	r"xaɪm	rebχajɘm	3
בחכמה	בְּחָכְמָה	bxxmh	bəxoxmə	3
בשלחה	בְּשַׁלַּח	bʃlxh	bəʃalach	3
בשמחתה	בְּשִׂמְחָתָהּ	bʃmxʃ	bsamxɔsə	3
חדשה	חֲדָשָׁה	xdʃh	xadaɔʃɔ	3
חמה	חַמָּה	xmh	xamə	3
למלחמה	לַמִּלְחָמָה	lmlxmh	ləmɪlxomə	3
שמלחה	שמלחה	ʃmlxh	שמלחה	3
תְּשׁוּבָה	תְּשׁוּבָה	sʃibh	tshive	3
תחלה	תְּחִלָּה	sxlh	tχilə	3
תקנה	תַּקָּנָה	sknh	טאקאנע	3
בעז"ה		bɛz"h	bəezrəshaʃem	3
הנשים"	הַנָּשִׁים"	hnʃim"	hanoʃim	3
כּנסת	כְּנֶסֶת	knss	כנסת	3
מהרי"ל	מַהֲרִי"ל	mhri"l	maharil	3
פּשתן	פִּשְׁתָּן	pʃsən	piʃtn	3
שׂמח	שָׂמֵחַ	smx	שמח	3
"ואכלה	"וְאָכְלָה	"iaxlh	vexle	3
בחיים"	בַּחַיִּים"	bxaɪm"	baxajəm	3
בחירה	בְּחִירָה	bxirh	bxirə	3
בחמישה	בַּחֲמִישָׁה	bxmiʃh	בחמישה	3
בטלות	בַּטְלוּת	btlis	בטלות	3
דתורה	דְּתוֹרָה	dsirh	דתורה	3
הַמַּטּוֹת	הַמַּטּוֹת	hmtis	hamatəs	3
והצלחה	וְהַצְלָחָה	ihʦlxh	vatslokə	3
חסידה	חֲסִידָה	xsidh	xəsidə	3
חתימה	חֲתִימָה	xsimh	חתימה	3
להטות	לַהֲטֹת	lhtis	ləhatəs	3
לקיחה	לְקִיחָה	lkixh	ləxixə	3
מומחה	מומחה	mimxh	מומחה	3
מחומה	מְחוֹמָה	mximh	mxojme	3
מריחה	מְרִיחָה	mrixh	mərixə	3
סליחה	סְלִיחָה	slixh	slixə	3
סתומה	סְתוּמָה	ssimh	stumə	3
קטנות	קַטְנוּת	ktnis	קטנות	3
שחט׳ן	שַׁחְטְנְ	ʃxtən	ʃeχtn	3
תט	תִּת	st	tit	3
תרימה	תְּרוּמָה	srimh	trɪmə	3
בדחנים	בַּדְחָנִים	bdxnim	בדחנים	3
בחזקת	בְּחֶזְקַת	bxzks	bəxezkas	3
במקהלות	בַּמַּקְהֵלֹת	bmxlis	במקהלת	3
בסתר	בַּסֵּתֶר	bssr	בסתר	3
ברחמים	בְּרַחֲמִים	brxmim	brəxaməm	3
ב׳ח׳פ׳	בְּחָפֵץ	bxfʔ	baxaf	3
גדלת	גָדַלְתָּ	ɡdls	godalto	3
גזמות	גזמות	ɡzmis	gəzməs	3
דבקות	דְּבֵקוּת	dbkis	dvikəs	3
דל׳ת	דָּלֶת	dls	dalət	3
דרגות	דרגות	drɡis	dargəs	3
הגדות	הגדות	hɡdis	hagodəs	3
הגהות	הַגָהוֹת	hɡhis	הגהות	3
הדלקת	הַדְלָקַת	hdlks	hadlokas	3
החסדים	הַחֲסָדִים	hxsdim	haxasadim	3
החתן	הַחָתָן	hxsən	xasən	3
המזבח	הַמִּזְבֵּחַ	hmzbx	hamizbeyax	3
המת	הַמֵּת	hms	hamɛs	3
הנהגות	הַנְהָגוֹת	hnhɡis	hanhagəs	3
הקברות	הַקְּבָרוֹת	hkbris	hakvorəs	3
הקדמות	הַקְדָמוֹת	hkdmis	hakdomos	3
השגחות	השגחות	hʃɡxis	hashgɔxəs	3
השלח	הַשִּׁלֹחַ	hʃlx	haʃiəlaχ	3
זבחים	זְבָחִים	zbxim	zvɔxim	3
חזר׳ן	חַזֶר׳ן	xzrən	חזרן	3
חכמת	חָכְמַת	xxms	חכמת	3
חל	חָל	xl	xɔl	3
חמס	חָמָס	xms	xomos	3
חמת	חֶמֶת	xms	xejmes	3
חננ'ן	חַננ'ן	xnnn	xanənən	3
חסדכם	חַסְדְּכֶם	xsdxəm	xasdxejm	3
חקק		xkk	חקק	3
חרם	חֵרֶם	xrəm	חיירעם	3
חתך	חת"ך	xsx	xatəx	3
ח׳ד׳ש׳	חָדָשׁ	xdʃʔ	xadas	3
כתמר	כַּתָּמָר	xsmr	katomor	3
לבשת	לָבָשְׁתָּ	lbʃs	lovaʃto	3
לזכות	לְזַכּוֹת	lzxis	ləzakəs	3
לחזות	לֶחֱזוֹת	lxzis	lexəzojs	3
לחכם	לְחָכָם	lxxəm	לחכם	3
לרבות	לְרַבּוֹת	lrbis	lerabos	3
לשבת	לשבת	lʃubɛs	ləʃabəs	3
מַכַּת	מַכַּת	mxs	makəs	3
מבחר	מִבְחַר	mbxr	mivxər	3
מזלות	מַזָּלוֹת	mzlis	mazoləs	3
מחמדים	מַחֲמַדִּים	mxmdim	maxmadm	3
מחנות	מַחֲנוֹת	mxnis	maxənəs	3
מחנים	מַחֲנַיִם	mxnim	maxnajim	3
מחנך	מְחַנֵּךְ	mxnx	מחנך	3
מחרת	מָחֳרַת	mxrs	moxrəs	3
מלח	מֶלַח	mlx	mɛlax	3
מלחמות	מִלְחָמוֹת	mlxmis	מלחמות	3
מסכתות	מסכתות	msxsis	מאסאכטעס	3
מפחד	מִפַּחַד	mfxd	mipaxad	3
מצבות	מַצֵבֿוֹת	mʦbis	matsejvəs	3
מקבלת	מִקַּבָּלַת	mkbls	מקבלת	3
מרדות	מַרְדּוּת	mrdis	mardəs	3
משמשת	מְשַׁמֶּשֶׁת	mʃmʃs	משמשת	3
מתנגד	מתנגד	msnɡd	מתנגד	3
נהרות	נַהֲרוֹת	nhris	נהרות	3
נחשב	נחשבֿ	nxʃb	נחשב	3
נקמת	נִקְמַת	nkms	nikmas	3
נתקדש	נִתְקַדֵּשׁ	nskdʃ	niskadeʃ	3
פרח	פּרַח	frx	parax	3
שבכתב	שֶׁבִּכְתָב	ʃbxsb	ʃəbɪxsav	3
שהחזרת	שֶׁהֶחֱזַרְתָּ	ʃhxzrs	ʃəhaχəzartɔ	3
שמחים	שְׂמֵחִים	ʃmxim	ʃməxɪm	3
שמרתם	שְׁמַרְתֶּם	ʃmrsəm	ʃmartəm	3
שפחות	שְׁפָחוֹת	ʃfxis	ʃfoxəs	3
שתדלות	שתדלות	ʃsdlis	ʃtadləs	3
תּוֹלְדֹת	תּוֹלְדֹת	tilds	toyldəs	3
תחסר	תְּחַסַּר	sxsr	texasar	3
תחרש	תֶּחֱרַשׁ	sxrʃ	techeras	3
תל	תֵּל	sl	tɛl	3
תקח	תִּקַּח	skx	təkax	3
תרחם	תְּרַחֵם	srxəm	תרחם	3
תש	תש	sʃ	tʃ	3
"ביסט	"בִּיסְט	"bist	ביסט	3
"גיט	"גיט	"ɡit	גיט	3
"דאס	"דָאס	"dus	dos	3
"דינסטיק"	"דִינְסְטִיק"	"dinstik"	dɪnstɪk	3
"וסמך	"וְסָמַךְ	"ismx	vəsomax	3
"לאמר"	"לֵאמֹר"	"lamr"	lajmer	3
"נעם	"נעם	"nɛm	nem	3
בא"ם	בא"ם	ba"m	באם	3
גבֿורות	גְבֿוּרוֹת	ɡviris	gvūrəs	3
הקדושים"	הַקְּדוֹשִׁים"	hkdiʃim"	hakdojʃəm	3
