word_bare	canonical_pointed	n_variants_before	total_count	source
מטמאתם	מִטֻּמְאָתָם	1	1	mechanical
אזהרתם	אזהרתם	1	1	mechanical
געשטארקן	געשטאַרקן	1	1	mechanical
שיאלע	שַׁיֶאֲלֶע	1	1	mechanical
סאמבורער	סַאמְבּוּרֶער	1	1	mechanical
קאכדיקן	קאָכְדִיקן	1	1	mechanical
גייערס	גייערס	1	1	mechanical
ע"מ	ע"מ	1	1	mechanical
אורח-פורח	אוֹרֵחַ-פּוֹרֵחַ	1	1	mechanical
בעל-בתים	בַּעַל-בַּתִּים	1	1	mechanical
דבקות'דיגע	דְּבֵקוּת'דיגע	1	1	mechanical
פעילעדיג	פּעילעדיג	1	1	mechanical
פילטשיק	פּילטשיק	1	1	mechanical
מיט-אינווענטאר	מיט-אינווענטאָר	1	1	mechanical
געפאפט	גֶעפֿאַפֿט	1	1	mechanical
זשאנקעהייט	זשאַנְקֶעהֵייט	1	1	mechanical
שיקנ	שִׁיקְנ	1	1	mechanical
קאפריצן	קאַפְּרִיצְן	1	1	mechanical
כעסעס	כַּעַסֶעס	1	1	mechanical
קראמער	קְראַמֶער	1	1	mechanical
גמח	גְמַח	1	1	mechanical
אזאטש	אַזָאָטְש	1	1	mechanical
קאפריצע	קאַפְּרִיצֶע	1	1	mechanical
ניש-מעניש	נִישׁ-מֶענִישׁ	1	1	mechanical
פארגאנגענהייט	פֿאַרְגאַנְגֶענְהֵייט	1	1	mechanical
באזאגטער	בַאַזאַגְטֶער	1	1	mechanical
ערישט	עֶרִישְׁט	1	1	mechanical
פאלגנדיקע	פֿאָלְגְנְדִיקֶע	1	1	mechanical
תש"יו	תּש"יו	1	1	mechanical
זשוקאפריטע	זְשׁוּקַאַפְרִיטֶע	1	1	mechanical
אויספאקן	אויספּאַקן	1	1	mechanical
אויסגעפאקט	אויסגעפּאַקט	1	1	mechanical
איבערגעקוקט	איבערגעקוקט	1	1	mechanical
נאכדעמפאל	נאָכדעמפּאָל	1	1	mechanical
אנגערוהט	אָנגערוהט	1	1	mechanical
יאצעלע	יאָצעלע	1	1	mechanical
פלאפל	פּלַאַפֿל	1	1	mechanical
וויליאמסבורגער	וּוילִיאַמסבּוּרגער	1	1	mechanical
יניק	יַנִיק	1	1	mechanical
מיטגעבראכט	מִיטגעבּרַאַכט	1	1	mechanical
קיטל	קִיטְל	1	1	mechanical
פאטייק	פּאַטייק	1	1	mechanical
דעטראיט	דעטראָיט	1	1	mechanical
קליינאקער	קליינאָקער	1	1	mechanical
קיבלט	קיבלט	1	1	mechanical
שראפליין	שראָפֿליין	1	1	mechanical
רעספעקטירטע	רֶעספֶּעקְטִירְטֶע	1	1	mechanical
אינוועסטארן	אִינווֶעסְטאָרְן	1	1	mechanical
רוע	רוֹעַ	1	1	mechanical
הגזירה	הַגְּזֵירָה	1	1	mechanical
אראנקוקן	אַרַאַנְקוּקְן	1	1	mechanical
קל"ו	קל"ו	1	1	mechanical
דאסטראפאלער	דְאׇסְטְרָאפָּאלֶער	1	1	mechanical
ביכלת	בִּיכֹלֶת	1	1	mechanical
כאפערטאפ	כאַפּערטאָפּ	1	1	mechanical
אופקומען	אופֿקומען	1	1	mechanical
קרייזווירטה	קרייזווירטה	1	1	mechanical
אראפקריכן	אַרָאפּקְרִיכְן	1	1	mechanical
קרייזווירתה	קְרַייזְווִירְתְה	1	1	mechanical
יבינם	יָבִינֶם	1	1	mechanical
והזכירו	וְהִזְכִּירוּ	1	1	mechanical
ס'גיבט	ס'גיבט	1	1	mechanical
גלענצנדיקער	גלענצנדיקער	1	1	mechanical
געריעדט	געריעדט	1	1	mechanical
פארגעליערנט	פֿאַרגעליערנט	1	1	mechanical
עלישע	עֱלִישָׁע	1	1	mechanical
שלאפערס	שְׁלָאָפֶֿערְס	1	1	mechanical
אויסגערוהט	אוֹיסְגֶערוּהְט	1	1	mechanical
מארדערדיקע	מאָרדערדִיקע	1	1	mechanical
פונקטלעכקייט	פּוּנקטלעכקייט	1	1	mechanical
בורוך	בּוּרוּך	1	1	mechanical
קראיזווירט	קראַיְזווִירט	1	1	mechanical
פאטראן	פּאַטראָן	1	1	mechanical
פולכע	פּוּלכע	1	1	mechanical
דושע	דוּשע	1	1	mechanical
שענק	שענק	1	1	mechanical
דאזיגער	דאָזיגער	1	1	mechanical
חזקיהו'ס	חִזְקִיָהוּ'ס	1	1	mechanical
המשנה	הַמִּשְׁנֶה	1	1	mechanical
צענדליג	צֶענְדְלִיג	1	1	mechanical
אייברשט	אֵייבֶּרשְׁט	1	1	mechanical
לממשלת	לְמֶמְשֶׁלֶת	1	1	mechanical
פאראויסגיין	פָֿאָראוֹיסְגֵיין	1	1	mechanical
איבערבעטונג	אִיבֶערבֶּעטוּנְג	1	1	mechanical
טריליאנען	טְרִילְיאָנֶען	1	1	mechanical
באגלייטער	בַּאגְלֵייְטֶער	1	1	mechanical
ולראינה	ולראינה	1	1	mechanical
טענענט	טענענט	1	1	mechanical
בדרין	בְּדֶרִין	1	1	mechanical
דאלארס	דאָלאַרס	1	1	mechanical
איבריגן	איבריגן	1	1	mechanical
אמתדקייט	אֱמֶתְדִקֵייט	1	1	mechanical
מתטפל	מִתְטַפֵּל	1	1	mechanical
עליווייטאר	עֶלִיווֵייטאָר	1	1	mechanical
מעליאט	מעֶלִיאָט	1	1	mechanical
וואך-חלום	ווַאָך-חֲלוֹם	1	1	mechanical
גויישר	גּוֹייִשֶׁר	1	1	mechanical
עטצט	עטצט	1	1	mechanical
קדשתי	קִדַּשְׁתִּי	1	1	mechanical
מקדשתכם	מִקְדֻשַּׁתְכֶם	1	1	mechanical
ענטפערסטו	ענטפערסטו	1	1	mechanical
טמאתם	טֻמְאֹתָם	1	1	mechanical
ווישעווער	ווִישֶׁעווֶער	1	1	mechanical
ראטעווער	ראַטעווער	1	1	mechanical
דרייד	דרייַד	1	1	mechanical
גוט-זיי	גוט-זייַ	1	1	mechanical
פשטאצל	פּשטאַצל	1	1	mechanical
איבערגעלערנט	איבערגעלערנט	1	1	mechanical
איואן	איואַן	1	1	mechanical
גלאכסט	גלאַכסט	1	1	mechanical
צוווייטן	צְוווֵייטְן	1	1	mechanical
לסגוי	לִסְגּוֹי	1	1	mechanical
נאיא	נאַיאָ	1	1	mechanical
קאטשקעלע	קאַטשקעלע	1	1	mechanical
אראסגענומען	אַראָסגענומען	1	1	mechanical
שכנתא	שְׁכֶנְתָּא	1	1	mechanical
אינמ	אִינְמ	1	1	mechanical
לשיטתו	לְשִׁיטָתוֹ	1	1	mechanical
החולים	הַחוֹלִים	1	1	mechanical
גשמיותדיגע	גַּשְׁמִיּוּתְדִּיגֶע	1	1	mechanical
שיבה	שֵיבָה	1	1	mechanical
והדרת	וְהָדַרְתָּ	1	1	mechanical
ויראת	וְיָרֵאתָ	1	1	mechanical
מאלוקיך	מֵאֱלֹוקֶיךָ	1	1	mechanical
בנציאן	בֶּנְצִיאָן	1	1	mechanical
לגברא	לְגַבְרָא	1	1	mechanical
אריינבליקן	אַרַייַנְבְּלִיקְן	1	1	mechanical
האגער	הָאָגֶער	1	1	mechanical
סערעטער	סֶערֶעטֶער	1	1	mechanical
פעלעדיק	פּעלעדיק	1	1	mechanical
מלובלין	מִלִובְּלִין	1	1	mechanical
איזיקל	אִיזִיקְל	1	1	mechanical
ראפשיצערס	ראָפּשִׁיצֶערס	1	1	mechanical
באיזער	בַאיזֶער	1	1	mechanical
ראבאסאי	רַאבַּאסַאי	1	1	mechanical
נעמליכער	נֶעמלִיכֶער	1	1	mechanical
אריינשיינען	אַרייַנשייַנען	1	1	mechanical
איבערגעבונג	אִיבערגעבונג	1	1	mechanical
ימים-טובים	יָמִים-טוֹבִֿים	1	1	mechanical
וואואיל	וואואיל	1	1	mechanical
החטאות	הַחַטָּאוֹת	1	1	mechanical
מ'דארפג	מ'דאַרפֿג	1	1	mechanical
ס'געפעלט	ס'גֶעפֿעלְט	1	1	mechanical
ערכאלטיגט	ערְכאַלְטִיגְט	1	1	mechanical
הונגעריקע	הוּנְגֶערִיקֶע	1	1	mechanical
ולקטנים	וּלְקְטַנִּים	1	1	mechanical
רבעלעך	רֶבֶּעלֶעךְ	1	1	mechanical
סאמטיקע	סאַמְטִיקֶע	1	1	mechanical
ס'וואייסט	ס'וואֵייסט	1	1	mechanical
אפונקט	אַפּוּנְקְט	1	1	mechanical
מחרדוס	מחרדוס	1	1	mechanical
מחויב-נון	מחויב-נון	1	1	mechanical
ר"שלום	ר"שָׁלוֹם	1	1	mechanical
וכבדתו	וְכִבַּדְתּוֹ	1	1	mechanical
בעל-כרחך	בַּעַל-כָּרְחֲךָ	1	1	mechanical
לכאَوْרה	לִכְאَوْרָה	1	1	mechanical
געצאלטן	גֶעצָאָלְטְן	1	1	mechanical
למדתי	לָמַדְתִּי	1	1	mechanical
אד"ו	אד"ו	1	1	mechanical
לייכטל	לֵייכְטְל	1	1	mechanical
אייבערכאטש	אֵייבֶּערכאָטש	1	1	mechanical
מקאמער	מְקָאמֶער	1	1	mechanical
ארומפארער	אַרוּמְפֿאָרֶער	1	1	mechanical
מחזיר-בתשובה	מַחֲזִיר-בִּתְשׁוּבָה	1	1	mechanical
טרעט-אפ	טרעט-אָפּ	1	1	mechanical
ברוך-אומר	בָּרוּךְ-אוֹמֵר	1	1	mechanical
גזלנ'ס	גַזְלָנ'ס	1	1	mechanical
אנענער	אָנֶענֶער	1	1	mechanical
חמירדיגע	חַמִירְדִיגֶע	1	1	mechanical
ס'דארפט	ס'דאַרפֿט	1	1	mechanical
רופצן	רוּפֿצן	1	1	mechanical
היז	היז	1	1	mechanical
מ'דא	מ'דָאָ	1	1	mechanical
ס'זאלסט	ס'זָאלְסְט	1	1	mechanical
קינדער-שבת	קינדער-שַׁבָּת	1	1	mechanical
אויפריפן	אויפֿריפֿן	1	1	mechanical
וויינברג	ווֵיינְבֶּרְג	1	1	mechanical
נירלע	נירלע	1	1	mechanical
ספר'ל	סְפָר'ל	1	1	mechanical
ליוצאים	לְיוֹצְאִים	1	1	mechanical
ביאד	בְּיאָד	1	1	mechanical
צאכע	צאַכע	1	1	mechanical
מושלמדיקע	מושלמדיקע	1	1	mechanical
ליפטעלע	ליפֿטעלע	1	1	mechanical
אומעטערן	אומעטערן	1	1	mechanical
מטיילן	מְטַיּיֵלְן	1	1	mechanical
כהר	כְּהָר	1	1	mechanical
הארעלע	האָרֶעלֶע	1	1	mechanical
השער	הַשֵּׂעָר	1	1	mechanical
פארמיידט	פֿאַרְמֵיידְט	1	1	mechanical
פודעם	פֿוּדֶעם	1	1	mechanical
מוהר"ן	מוֹהֲרַ"ן	1	1	mechanical
ראסכע	רַאסְכֶע	1	1	mechanical
תורה-כחות	תּוֹרָה-כֹּחוֹת	1	1	mechanical
דזשואק	דזשָוֹאק	1	1	mechanical
כ'וואס	כֿ'וואָס	1	1	mechanical
וכסיל	וּכְסִיל	1	1	mechanical
שט	שט	1	1	mechanical
הריזן	הָרִיזְן	1	1	mechanical
אריבערגעגעבן	אַרִיבֶּערגֶעגֶעבְּן	1	1	mechanical
פאניע-בראטנט	פַֿאַנְיֶע-בְּרָאָטְנְט	1	1	mechanical
וואארן	וואאָרְן	1	1	mechanical
אונטערשייכעס	אוּנְטֶערְשֵׁייכֶעס	1	1	mechanical
היליגס	הֵילִיגְס	1	1	mechanical
ספיידער	ספּייַדֶער	1	1	mechanical
שפין-וועב	שפִּין-ווֶעב	1	1	mechanical
וואכסטו	וואַכְסְטוּ	1	1	mechanical
פראוב	פּרָאוּב	1	1	mechanical
איינבייגן	אַיינְבַייגְן	1	1	mechanical
פארוואקסט	פֿאַרוואַקְסְט	1	1	mechanical
חרמון	חֶרְמוֹן	1	1	mechanical
גרעסערן	גְרֶעסֶערְן	1	1	mechanical
פארשטייטסט	פֿאַרשטֵייטסט	1	1	mechanical
שלגן	שְׁלָגְן	1	1	mechanical
הרס	הָרָס	1	1	mechanical
הערציקע	הֶערְצִיקֶע	1	1	mechanical
ניהו	נִּיהוּ	1	1	mechanical
הרע'ס	הָרַע'ס	1	1	mechanical
אינעווייניקסטע	אִינֶעווַיינִיקְסְטֶע	1	1	mechanical
פנימיותדיקע	פְּנִימִיּוּתְדִיקֶע	1	1	mechanical
צעפליקט	צעפֿלִיקט	1	1	mechanical
פילעוועט	פִּילֶעווֶעט	1	1	mechanical
צעשמעטערט	צֶעשׁמֶעטֶערט	1	1	mechanical
צעשמעטערן	צֶעשׁמֶעטֶערן	1	1	mechanical
לייבעלע	לֵייבֶעלֶע	1	1	mechanical
פנקטליך	פִֿנְקְטְלִיךְ	1	1	mechanical
או-קיי	אָו-קֵיי	1	1	mechanical
המשביר	הַמַּשְׁבִּיר	1	1	mechanical
מ'שפיע'ט	מ'שפּיע'ט	1	1	mechanical
דערנאנטער	דערנאָנטער	1	1	mechanical
זוה"ק	זוֹהַ"ק	1	1	mechanical
פעלד-כוח	פֿעלד-כּוח	1	1	mechanical
אפנארן	אָפּנאַרן	1	1	mechanical
ותרבה	וְתַרְבֶּה	1	1	mechanical
אנקויפן	אָנְקוֹיפְֿן	1	1	mechanical
פארווייניגערן	פַאַרְווֶיינִיגֶערְן	1	1	mechanical
ותמעיט	וְתַמְעִיט	1	1	mechanical
קויפסטאך	קוֹיפְֿסְטאָך	1	1	mechanical
פארווייניגער	פַאַרְווֶיינִיגֶער	1	1	mechanical
מאארגן	מאאַרגן	1	1	mechanical
ס'דאפלט	ס'דאָפּלט	1	1	mechanical
קימו-שחרית	קַיְּמוּ-שַׁחֲרִית	1	1	mechanical
ענטשיידן	ענטשיידן	1	1	mechanical
אויספאלן	אויספֿאַלן	1	1	mechanical
מ'בארט	מ'באָרט	1	1	mechanical
מ'רבית'ט	מ'רִבִּית'ט	1	1	mechanical
לייעכציען	לייעכציען	1	1	mechanical
צעטיילטער	צעטיילטער	1	1	mechanical
נידריקן	נידריקן	1	1	mechanical
אומחומפן	אומחומפֿן	1	1	mechanical
מלוות	מִלְווֹת	1	1	mechanical
פסיכאלאגישע	פְּסִיכָאָלָאָגִישֶׁע	1	1	mechanical
צוזאמענגעפירט	צוּזַאַמֶענְגֶעפִֿירְט	1	1	mechanical
איצטונג	אִיצְטוּנְג	1	1	mechanical
אומגעוויינטלעך	אוּמְגֶעווֵיינְטְלֶעךְ	1	1	mechanical
שטימעס	שְׁטִימֶעס	1	1	mechanical
צוזאמענגעשאלטן	צוּזַאַמֶענְגֶעשָׁאָלְטְן	1	1	mechanical
אזיין	אַזַיין	1	1	mechanical
מופת'דיגע	מוֹפֵת'דִיגֶע	1	1	mechanical
בעלי-מדרגות	בַּעֲלֵי-מַדְרֵגֹות	1	1	mechanical
פארבארן	פֿאַרבאָרן	1	1	mechanical
פוילט	פּוילט	1	1	mechanical
געשאטן	געשאָטן	1	1	mechanical
ככללות	כִּכְלָלוּת	1	1	mechanical
אומגעזונט	אוּמגֶעזוּנְט	1	1	mechanical
אראפשניידן	אַראָפּשְׁנַייְדְן	1	1	mechanical
געוואקס	גֶעוואַקְס	1	1	mechanical
שקאמפרייערע	שְׁקאַמְפּרַייְערֶע	1	1	mechanical
דראפאוט	דראָפּאַוט	1	1	mechanical
דראפט	דראָפּט	1	1	mechanical
דענסט	דענסט	1	1	mechanical
קאשעם	קאַשעם	1	1	mechanical
יידקעלע	ייִדקעלע	1	1	mechanical
נידעריכער	נידעריכער	1	1	mechanical
ס'גאר	ס'גאָר	1	1	mechanical
ספעקטאר	ספּעקטאָר	1	1	mechanical
גפונען	גֶפֿוּנֶען	1	1	mechanical
גוואלט	גֶוואָלט	1	1	mechanical
צעהאנגט	צֶעהַאַנְגְט	1	1	mechanical
אויסגעלייגט	אוֹיסְגֶעלֵייגְט	1	1	mechanical
גלונגען	גֶלוּנְגֶען	1	1	mechanical
בטל-געלט	בַּטְל-גֶעלְט	1	1	mechanical
אנוועסטן	אִנְווֶעסְטְן	1	1	mechanical
בעטלט	בֶעטְלְט	1	1	mechanical
אורט	אוֹרְט	1	1	mechanical
בערזל	בֶערְזְל	1	1	mechanical
קיפקע	קִיפְּקֶע	1	1	mechanical
איר'ס	אִיר'ס	1	1	mechanical
שהרבים	שֶׁהָרַבִּים	1	1	mechanical
מצוים	מְצוּיִם	1	1	mechanical
אפגעשפארט	אָפּגעשפּאַרט	1	1	mechanical
לאגישער	לאָגישער	1	1	mechanical
נעגאטיוו	נעגאַטיוו	1	1	mechanical
תאנה	תְּאֵנָה	1	1	mechanical
עמקה	עֲמֻקָּה	1	1	mechanical
שעס	שֶׁעס	1	1	mechanical
אומגעפארן	אומגעפֿאָרן	1	1	mechanical
אפגעפאלפערט	אָפּגעפֿאַלפֿערט	1	1	mechanical
געגיין	געגיין	1	1	mechanical
אינצקע	אִינְצְקֶע	1	1	mechanical
כאשעס	כַֿאשֶׁעס	1	1	mechanical
ככג	ככג	1	1	mechanical
שפירא'ס	שַׁפִּירָא'ס	1	1	mechanical
געלט-ציילערס	גֶעלְט-צֵייְלֶערְס	1	1	mechanical
בירשה	בִּירֻשָּׁה	1	1	mechanical
פעקאלע	פּעקאַלע	1	1	mechanical
טוועלוו	טוועלוו	1	1	mechanical
נאל	נאָל	1	1	mechanical
קנאקעדיקן	קנאַקעדיקן	1	1	mechanical
פעסטן	פֿעסטן	1	1	mechanical
מתוכיה	מִתּוֹכְיָה	1	1	mechanical
ס'אן	סִ'אָן	1	1	mechanical
גלאכצט	גְלַאַכְצְט	1	1	mechanical
טשאטשקעט	טְשַאַטְשְׁקֶעט	1	1	mechanical
ומזריח	וּמָזְרִיחַ	1	1	mechanical
מסעיר	מִסֵּעִיר	1	1	mechanical
ווע	ווֶע	1	1	mechanical
עצינדליכע	עֶצִינְדְלִיכֶע	1	1	mechanical
דרשנענן	דַרְשְׁנֶענְן	1	1	mechanical
סך-הכל	סַךְ-הַכֹּל	1	1	mechanical
אויסדערוויילטע	אוֹיסְדֶערְווֵיילְטֶע	1	1	mechanical
לאזע	לאָזע	1	1	mechanical
צעפאטשקעטע	צעפּאַטשקעטע	1	1	mechanical
געשטופעכץ	געשטופּעכץ	1	1	mechanical
בבטוי	בְּבִטּוּי	1	1	mechanical
אליצור	אֱלִיצוּר	1	1	mechanical
שדיאור	שְׁדֵיאּוּר	1	1	mechanical
צורישדי	צוּרִישַׁדָּי	1	1	mechanical
צוער	צוֹעָר	1	1	mechanical
אליאב	אֱלִיאָב	1	1	mechanical
חלן	חֵלֹן	1	1	mechanical
אלישמע	אֱלִישָׁמָע	1	1	mechanical
עמיהוד	עַמִּיהוּד	1	1	mechanical
פדהצור	פְּדָהצוּר	1	1	mechanical
אבידן	אֲבִידָן	1	1	mechanical
גדעני	גִּדְעֹנִי	1	1	mechanical
אחיעזר	אֲחִיעֶזֶר	1	1	mechanical
עמישדי	עַמִּישַׁדָּי	1	1	mechanical
אחירע	אֲחִירַע	1	1	mechanical
עינן	עֵינָן	1	1	mechanical
דרוש-שטייפעס	דְרוּשׁ-שְׁטַייפֶעס	1	1	mechanical
ש-שלמיאל	ש-שְׁלֻמִיאֵל	1	1	mechanical
צוואנציגסטן	צוואַנציגסטן	1	1	mechanical
הערלעך	הערלעך	1	1	mechanical
שולחן-ערוך	שׁוּלְחָן-עָרוּךְ	1	1	mechanical
ברבורא'דיגע	בַּרְבּוּרָא'דִיגע	1	1	mechanical
מ'איר	מ'אִיָּר	1	1	mechanical
ברנט	בְּרֶנְט	1	1	mechanical
שלומקעס	שְׁלוֹמְקֶעס	1	1	mechanical
כאפניקעס	כַּאפְּנִיקֶעס	1	1	mechanical
התקדשות	הִתְקַדְּשׁוּת	1	1	mechanical
געוואנט	גֶעוואָנְט	1	1	mechanical
אייגלעך	אייגְלֶעךְ	1	1	mechanical
באבעטן	בַּאַבעטְן	1	1	mechanical
וואך-צוויי	וואָך-צוויי	1	1	mechanical
מכובד	מְכוּבָּד	1	1	mechanical
קאראץ	קאַראַץ	1	1	mechanical
הראסטו	הראָסְטוּ	1	1	mechanical
שלאמקעס	שְׁלאָמְקעס	1	1	mechanical
ווילעט	ווִילֶעט	1	1	mechanical
שלמה'קען	שְׁלֹמֹה'קֶען	1	1	mechanical
שלאפצימערן	שְׁלָאָפֿצִימֶערְן	1	1	mechanical
דאבלאוו	דַאַבְלָאָוו	1	1	mechanical
מחיצה'לע	מְחִיצָה'לֶע	1	1	mechanical
סיי-ווי-סיי	סַיי-ווִי-סַיי	1	1	mechanical
סאמעטענער	סאַמעטענער	1	1	mechanical
לוקסוס	לוּקסוּס	1	1	mechanical
פארזיידענע	פֿאַרזיידענע	1	1	mechanical
ארומפלאצן	אַרוּמפּלאַצן	1	1	mechanical
כרונאלאגיש	כְרוֹנָאָלָאגִישׁ	1	1	mechanical
בדאגה	בִּדְאָגָה	1	1	mechanical
טאבלען	טאָבְּלֶען	1	1	mechanical
קיטשל	קִיטְשְׁל	1	1	mechanical
הארציקער	הַארְצִיקֶער	1	1	mechanical
הארציגער	הַארְצִיגֶער	1	1	mechanical
פערענץ	פּערענץ	1	1	mechanical
זענקעס	זענקעס	1	1	mechanical
ברענגטס	ברענגטס	1	1	mechanical
כאלדעמאזאווער	כאַלדעמאַזאָווער	1	1	mechanical
פששוט'ע	פּששוט'ע	1	1	mechanical
ציבעלעס	ציבעלעס	1	1	mechanical
גראילעך	גְראָילֶעך	1	1	mechanical
צואייענשאפט	צוּאֵייֶענְשאַפֿט	1	1	mechanical
פובלעט	פּוּבְלֶעט	1	1	mechanical
פוב-לאט	פּוּבְ-לאַט	1	1	mechanical
פובלאט	פּוּבְלאַט	1	1	mechanical
ארוגעלאג	אַרוּגֶעלאָג	1	1	mechanical
אפטן	אָפֿטן	1	1	mechanical
שעמ	שעמ	1	1	mechanical
אבות'ס	אָבֿות'ס	1	1	mechanical
שמאצקע	שמאַצקע	1	1	mechanical
עלטערנס	עלטערנס	1	1	mechanical
פאפונג	פּאַפּונג	1	1	mechanical
חיצליורץ	חִיצְלְיוֹרְץ	1	1	mechanical
פ"ו	פֿ"ו	1	1	mechanical
אפטימיסטיש	אָפּטִימִיסְטִיש	1	1	mechanical
פעסימיסטיש	פֶּעסִימִיסְטִיש	1	1	mechanical
צומישן	צוּמִישְׁן	1	1	mechanical
פאינט	פּאָינְט	1	1	mechanical
ענגל	עֶנְגְל	1	1	mechanical
תזריע-מצורע	תַּזְרִיעַ-מְצוֹרָע	1	1	mechanical
אחרי-קדושים	אַחֲרֵי-קְדוֹשִׁים	1	1	mechanical
רייע	רייע	1	1	mechanical
צאם-טרעפן	צאַם-טרעפֿן	1	1	mechanical
צוו	צוו	1	1	mechanical
שלח-לך	שְׁלַח-לְךָ	1	1	mechanical
תשכ"ס	תשכ"ס	1	1	mechanical
ס"א	ס"א	1	1	mechanical
סמכ"ים	סמכ"ים	1	1	mechanical
ס"ב	ס"ב	1	1	mechanical
אנגעראטעוועט	אָנְגֶעראַטֶעווֶעט	1	1	mechanical
עגעליגן	עֶגֶעלִיגְן	1	1	mechanical
עגאלד	עֶגָאַלְד	1	1	mechanical
כחסיד	כְּחָסִיד	1	1	mechanical
קלאפנשאס	קְלַאפְּנְשָאָס	1	1	mechanical
טשיינא	טְשַיינאַ	1	1	mechanical
איברדאשן	אִיבֶּרְדאַשְׁן	1	1	mechanical
ש'לאנג	ש'לַאַנְג	1	1	mechanical
העע	הֵעֵעֵ	1	1	mechanical
ומסגופים	וּמִסִּגּוּפִים	1	1	mechanical
כאפ-ראפ	כַאַפּ-ראָפּ	1	1	mechanical
ויצעק	וַיִּצְעַק	1	1	mechanical
ענפער	עַנְפֶֿער	1	1	mechanical
ידוע'ער	יְדוּעַ'עֶר	1	1	mechanical
חיידר-יינגל	חֵיידֶר-ייִנְגְל	1	1	mechanical
כ'חאפ	כְּ'חַאַפּ	1	1	mechanical
שגורת	שְׁגוּרַת	1	1	mechanical
גאראנטירט	גאַראַנטירט	1	1	mechanical
צטירט	צִטִירְט	1	1	mechanical
אאפגעשטעלט	אאָפְּגֶעשְׁטֶעלְט	1	1	mechanical
שגרה	שָׁגְרָה	1	1	mechanical
תפלתי	תְּפִלָּתִי	1	1	mechanical
פארפלאנטרט	פְֿאַרְפְֿלָאָנְטֶרְט	1	1	mechanical
פארפלאנצט	פֿאַרפֿלאַנצט	1	1	mechanical
איינגעטאן	איינגעטאָן	1	1	mechanical
געדאנט	געדאַנט	1	1	mechanical
פארצייטיגע	פֿאַרצייַטיגע	1	1	mechanical
זורח	זורח	1	1	mechanical
קינדערלאז	קינדערלאָז	1	1	mechanical
ומסמך	וּמַסְמֵךְ	1	1	mechanical
ועליכם	וַעֲלֵיכֶם	1	1	mechanical
ס'בית	ס'בֵּית	1	1	mechanical
צוזאמגעברענגט	צוזאַמגעברענגט	1	1	mechanical
זורח'ס	זֹורַח'ס	1	1	mechanical
שווייש	שְׁווַיישׂ	1	1	mechanical
שבחה	שִׁבְחָהּ	1	1	mechanical
שנתה	שָׁנְתָה	1	1	mechanical
קעגל	קֶעגְל	1	1	mechanical
איברפארציילט	אִיבֶּרפֿאַרצֵיילְט	1	1	mechanical
שיחתן	שִׂיחָתָן	1	1	mechanical
מתורתן	מִתּוֹרָתָן	1	1	mechanical
ויסקן	וַיִּסְקַן	1	1	mechanical
הארצער	האַרצֶער	1	1	mechanical
מ'נאר	מ'נָאָר	1	1	mechanical
למאיר	לְמֵאִיר	1	1	mechanical
באקאווסק	בַּאקָאָווְסְק	1	1	mechanical
עזינ	עֶזִינ	1	1	mechanical
לייזערלס	לֵייזֶערְלְס	1	1	mechanical
בעצה	בְּעֵצָה	1	1	mechanical
אויסגארבעטן	אויסגאַרבעטן	1	1	mechanical
מ'געהערט	מ'געהערט	1	1	mechanical
ס'ציעט	ס'ציעט	1	1	mechanical
ארבעטנער	אַרבעטנער	1	1	mechanical
אשפלות	אַשְׁפָֿלוּת	1	1	mechanical
מינקאטש	מִינקאַטש	1	1	mechanical
דלקוטי	דְּלִקּוּטֵי	1	1	mechanical
מהרי"ח	מַהֲרִי"ח	1	1	mechanical
הויכיקע	הוֹיכִיקֶע	1	1	mechanical
מוזהר	מוּזְהָר	1	1	mechanical
מ'ערהויבן	מ'עֶרְהוֹיבְן	1	1	mechanical
האלפרן	הַאלפֶּרְן	1	1	mechanical
אלפגאט	אַלפְּגָאט	1	1	mechanical
מעסעזשס	מֶעסֶעזשֶס	1	1	mechanical
נויגערער	נוֹיגֶערֶער	1	1	mechanical
האטסטו	הָאָטסטו	1	1	mechanical
כדוגמה	כִּדְוּגְמָה	1	1	mechanical
טויבלט	טוֹיבְּלְט	1	1	mechanical
לערנע	לֶערְנֶע	1	1	mechanical
פרירשע	פרִירְשֶע	1	1	mechanical
זש'גייט	זְשׁ'גֵייט	1	1	mechanical
חיידוש'ן	חִיידוּשׁ'ן	1	1	mechanical
ס'וואז	ס'וואָז	1	1	mechanical
חיידושים	חִיידוּשִׁים	1	1	mechanical
באמפרי	באַמפּרִי	1	1	mechanical
געדאמפט	געדאַמפּט	1	1	mechanical
מבקשי	מְבַקְשֵׁי	1	1	mechanical
פסקיצעס	פַּסְקִיצֶעס	1	1	mechanical
טאמבלט	טאַמבְּלְט	1	1	mechanical
המתאוננים	הַמִּתְאוֹנְנִים	1	1	mechanical
פערדער	פֿערדער	1	1	mechanical
ומכאן	וּמִכָּאן	1	1	mechanical
געטראסן	געטראָסן	1	1	mechanical
אפפלאצן	אָפּפֿלאַצן	1	1	mechanical
ונותן	וְנוֹתֵן	1	1	mechanical
באקאנטר	בַּאַקַאַנְטֶר	1	1	mechanical
כד	כַּד	1	1	mechanical
חמא	חֲמָא	1	1	mechanical
גחזי	גְּחָזֵי	1	1	mechanical
דעמא	דְּעַמָּא	1	1	mechanical
דאנאסתו	דַאַנָאָסְתּוֹ	1	1	mechanical
